Personnel No.,Entry,Action type,Personnel Subarea,Personnel Area,Chngd on,Reason for action,Leaving date,Cost Ctr,Cost Center,Functional Area,Gender Key,Birth date,Job
60001353,3/15/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2/28/2017,54-4362,COM Recv / Frt / Dut,PR,unknown,,Temporary / Contingent
60001371,3/28/2016,30 Termination,"SC, Fort Mill",US-All-Best Drive,7/24/2017,V3 Accepted other employment,7/20/2017,98000,BD HQ,,Female,5/7/1979,Retail Accounting Assocaite
60001373,3/21/2016,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2/26/2017,1862177,PRODUCTION ADMIN,GA,unknown,,Temporary / Contingent
60001378,8/15/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,10/4/2017,V8 Relocation,9/25/2017,1862177,PRODUCTION ADMIN,,Female,11/30/1991,CNC Set-Up/Operator
60001380,3/23/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,3/28/2017,161159,Fin. Ably MK100 MOD9,OP,unknown,,Temporary / Contingent
60001384,3/28/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,4/7/2017,161351,Quality Morganton,PR,unknown,,Temporary / Contingent
60001393,3/28/2016,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,8/1/2017,T5 End of intership,7/7/2017,1764463,CES Interior,,Male,3/19/1995,Intern/Student Program - Technical
60001396,3/28/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,5/6/2017,12250,MV Pass/LT F.F.,PR,Male,7/18/1966,Rework/Repair Operator Final Finish MVN-
60001421,4/4/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,9/11/2017,I2 Disciplinary action,9/8/2017,80680,Final Finishing,,Female,6/7/1978,Visual Inspector SMT-003
60001429,3/7/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,8/21/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60001443,1/3/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/17/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60001444,4/4/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,4/12/2017,I5 Excessive absenteeism,3/16/2017,70610,Mixing,,Male,3/2/1997,Chemical Weighing Operator SMT-002
60001451,4/4/2016,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,4/25/2017,T5 End of intership,4/21/2017,999HR,HR Dummy-CoCd515 Emp,,Female,7/10/1995,Intern/Student Program - Non Technical
60001454,4/4/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,1/17/2017,V3 Accepted other employment,1/12/2017,80640,Cutting,,Male,11/3/1987,Cutting/Slitting Machine Operator SMT-00
60001455,4/4/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,4/27/2017,V0 Resignation unknown/Other,4/17/2017,80660,Tire Building,,Male,7/6/1985,Tire Builder Operator SMT-004
60001458,3/29/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,PR,unknown,,Temporary / Contingent
60001464,9/22/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,10/11/2017,V0 Resignation unknown/Other,10/2/2017,54-1202,Prodn Line Cost Coll,,Male,6/16/1990,Manufacturing Associate I
60001467,3/29/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/17/2017,54-1202,Prodn Line Cost Coll,EN,unknown,,Temporary / Contingent
60001468,3/28/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,4/2/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60001469,9/29/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,3/9/2017,V0 Resignation unknown/Other,3/7/2017,54-1202,Prodn Line Cost Coll,,Male,4/17/1995,Manufacturing Associate I
60001482,7/26/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,10/6/2017,I2 Disciplinary action,10/6/2017,54-4362,COM Recv / Frt / Dut,,Male,12/8/1967,Material Handler I
60001492,4/4/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,1/17/2017,I5 Excessive absenteeism,1/9/2017,214-K058,GHPP,,Male,4/25/1986,Production Associate
60001499,4/4/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,6/6/2017,V0 Resignation unknown/Other,6/1/2017,80640,Cutting,,Male,10/13/1988,Cutting/Slitting Machine Operator SMT-00
60001502,6/5/2017,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,6/21/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60001508,4/4/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,8/8/2017,V3 Accepted other employment,6/26/2017,80670,Curing,,Male,1/30/1995,Crew Member SMT-002
60001561,3/14/2016,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,4/7/2017,2301202050,Ext Asse. Labor AIS,PR,Male,10/1/1980,Temporary / Contingent
60001565,4/4/2016,30 Termination,Rochester Hills,US-MI-Rochester-CT Parker,5/19/2017,V3 Accepted other employment,5/15/2017,860111472,EDT Eng.,,Male,9/1/1984,Sr Staff Mechanical Engineer
60001571,4/8/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,4/27/2017,12250,MV Pass/LT F.F.,PR,Male,8/12/1982,Rework/Repair Operator Final Finish MVN-
60001578,4/7/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,3/20/2017,161159,Fin. Ably MK100 MOD9,OP,unknown,,Temporary / Contingent
60001588,7/11/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2/14/2017,V3 Accepted other employment,2/12/2017,22060,MV CF Tire Assem PLT,,Male,9/19/1994,Truck Operator MVN-002
60001693,4/13/2016,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,4/7/2017,2301202050,Ext Asse. Labor AIS,PR,Male,10/1/1980,Temporary / Contingent
60001696,4/12/2016,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,3/13/2017,2301258210,QC Inspection,PR,Female,10/1/1980,Temporary / Contingent
60001705,4/6/2016,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2/23/2017,2301203030,BM Machine&Proctect,PR,Male,10/1/1980,Temporary / Contingent
60001708,4/18/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,9/7/2017,V5 Job abandonment,8/21/2017,80680,Final Finishing,,Female,2/22/1978,Visual Inspector SMT-003
60001730,4/11/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,9/19/2017,V3 Accepted other employment,9/19/2017,12140,MV Pass/LT Bead Assm,,Male,6/6/1992,Winding/Apex Machine Operator MVN-207
60001749,1/29/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,4/16/2017,161158,Fin. Ably MK25E MOD7,OP,unknown,,Temporary / Contingent
60001751,4/14/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,4/15/2017,761175,EAS Production,PR,unknown,,Temporary / Contingent
60001758,4/11/2016,30 Termination,Culpeper,US-VA-Culpeper-CAS Inc.,6/12/2017,V0 Resignation unknown/Other,6/11/2017,163407,WAREHOUSE Ship. CUL,,Male,8/19/1996,Material Handler
60001765,4/4/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,3/31/2017,V3 Accepted other employment,3/31/2017,1862301,MANUFACTURING ENG,,Male,9/26/1988,Manufacturing Engineer
60001773,9/1/2011,30 Termination,Uvalde,US-TX-Uvalde-CTNA Prod,8/2/2017,VE End of assignment,3/31/2017,99502,HQ UVALDE OBJECTIVE,,Male,8/9/1984,Test Engineer
60001780,8/8/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,4/24/2017,V3 Accepted other employment,4/22/2017,12050,MV CVT  Processing,,Male,5/23/1984,Crew Member MVN-206
60001783,4/18/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V3 Accepted other employment,1/22/2017,12570,MV Shipping and Whse,PR,Male,2/4/1967,
60001795,4/18/2016,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,7/17/2017,V3 Accepted other employment,7/14/2017,57-6206,I IC RD SP EE,,Male,2/23/1967,Principal Staff Electrical Engineer
60001796,4/18/2016,30 Termination,Troy CA,US-MI-Troy-CAS Inc.,8/22/2017,V3 Accepted other employment,8/25/2017,205-B994,I BS RD AS FSM,,Male,10/16/1955,Sr Staff Systems Engineer
60001798,4/18/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,6/9/2017,V3 Accepted other employment,6/7/2017,12170,MV Tire Assembly PLT,,Male,5/10/1988,Supervisor Production Lin
60001804,7/13/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,5/12/2017,V3 Accepted other employment,5/5/2017,1862177,PRODUCTION ADMIN,,Male,12/28/1969,Plating Operator
60001805,4/11/2016,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,5/4/2017,1862177,PRODUCTION ADMIN,PR,unknown,,Temporary / Contingent
60001821,2/28/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,3/25/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60001824,3/16/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,4/10/2017,V3 Accepted other employment,4/5/2017,54-1202,Prodn Line Cost Coll,,Male,5/8/1995,Manufacturing Associate I
60001827,3/7/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,5/13/2017,54-4362,COM Recv / Frt / Dut,,unknown,,Temporary / Contingent
60001829,4/12/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2/22/2017,54-1202,Prodn Line Cost Coll,QM,unknown,,Temporary / Contingent
60001831,4/12/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,4/11/2017,54-1202,Prodn Line Cost Coll,EN,unknown,,Temporary / Contingent
60001833,1/30/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,5/30/2017,V0 Resignation unknown/Other,5/26/2017,54-1202,Prodn Line Cost Coll,,Female,9/15/1988,Manufacturing Associate I
60001836,8/23/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,4/10/2017,I5 Excessive absenteeism,4/7/2017,54-4362,COM Recv / Frt / Dut,,Male,3/1/1981,Manufacturing Associate I
60001837,6/6/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,6/8/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60001848,12/13/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,1/16/2017,12250,MV Pass/LT F.F.,,Male,1/30/1988,Rework/Repair Operator Final Finish MVN-
60001856,5/3/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,5/7/2017,54-1202,Prodn Line Cost Coll,OP,unknown,,Temporary / Contingent
60001857,4/19/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,OP,unknown,,Temporary / Contingent
60001858,12/13/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/17/2017,54-4362,COM Recv / Frt / Dut,,unknown,,Temporary / Contingent
60001861,4/19/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,PR,unknown,,Temporary / Contingent
60001871,4/19/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-1202,Prodn Line Cost Coll,EN,unknown,,Temporary / Contingent
60001887,2/27/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,4/4/2017,12250,MV Pass/LT F.F.,,Male,10/26/1980,
60001892,4/25/2016,30 Termination,Fort Mill-PLT,US-SC-Fort Mill-CTNA Prod,1/12/2017,T5 End of intership,1/1/2017,999HR,HR Dummy-CoCd515 Emp,,Female,1/18/1993,Intern/Student Program - Non Technical
60001921,11/7/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,6/9/2017,V5 Job abandonment,6/6/2017,2301202050,Ext Asse. Labor AIS,,Female,10/12/1989,Assembler SOM-001
60001928,5/2/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,6/5/2017,I5 Excessive absenteeism,6/5/2017,70620,Extrusion,,Male,3/26/1994,Crew Member SMT-002
60001929,1/9/2017,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,8/18/2017,V5 Job abandonment,8/16/2017,1862177,PRODUCTION ADMIN,,Male,7/29/1987,Machine Operator
60001933,1/9/2017,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,4/26/2017,I5 Excessive absenteeism,4/24/2017,1862177,PRODUCTION ADMIN,,Male,10/9/1982,Plating Operator
60001935,8/15/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,7/21/2017,I2 Disciplinary action,7/18/2017,1862177,PRODUCTION ADMIN,,Male,6/17/1978,Plating Operator
60001940,5/2/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,4/14/2017,V5 Job abandonment,2/13/2017,70620,Extrusion,,Male,12/18/1995,Crew Member SMT-002
60001944,5/2/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,4/12/2017,I5 Excessive absenteeism,4/2/2017,80660,Tire Building,,Male,2/6/1979,Material Handler SMT-002
60001947,4/29/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,4/27/2017,12250,MV Pass/LT F.F.,PR,Male,1/21/1993,
60001956,5/2/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,5/26/2017,I5 Excessive absenteeism,5/25/2017,80680,Final Finishing,,Female,4/20/1979,Visual Inspector SMT-003
60001968,5/1/2017,30 Termination,Chatham,CA-ON-Chatham-C Automotive,5/2/2016,T6 End of work contract,9/1/2017,101-2785,P S&A Actuators R&D,,Male,5/30/1997,Intern/Student Program - Technical
60001979,9/12/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/24/2017,I5 Excessive absenteeism,8/23/2017,12240,MV Pass/LT Curing,,Male,11/9/1991,Rework/Repair Operator Final Finish MVN-
60001981,5/2/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,5/2/2017,12250,MV Pass/LT F.F.,PR,Female,1/12/1959,
60001988,5/2/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,8/7/2017,I5 Excessive absenteeism,8/3/2017,54-1202,Prodn Line Cost Coll,,Male,8/12/1994,Manufacturing Associate I
60001996,5/2/2016,30 Termination,AH-S.PT-Holding,US-MI-AH-South-CAS,8/15/2017,T5 End of intership,8/11/2017,205-P839,FEM Prototype Lab,,Male,5/7/1996,Intern/Student Program - Technical
60002019,9/12/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,9/12/2017,V5 Job abandonment,8/30/2017,2301203040,Weld-Perif/Frimo/KLN,,Male,10/19/1982,Operator SOM-006
60002021,4/26/2016,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,4/27/2017,2301202050,Ext Asse. Labor AIS,PR,Male,4/26/2016,Temporary / Contingent
60002031,5/6/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,4/28/2017,I2 Disciplinary action,4/21/2017,214-286,SCM - Warehouse,,Male,2/22/1990,Production Associate
60002043,5/6/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,5/7/2017,161150,Bracketing,OP,unknown,,
60002063,12/18/2016,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,5/9/2017,V3 Accepted other employment,5/6/2017,2301203030,BM Machine&Proctect,,Male,10/22/1982,Operator SOM-002
60002064,5/16/2016,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,6/20/2017,T5 End of intership,6/16/2017,999HR,HR Dummy-CoCd515 Emp,,Female,2/10/1986,Intern/Student Program - Non Technical
60002075,5/2/2016,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2/1/2017,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60002085,5/9/2016,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,5/5/2017,T5 End of intership,4/27/2017,2264332,ADAS GSF Frontend Co,,Male,10/19/1994,Intern/Student Program - Technical
60002108,5/9/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,8/29/2017,T5 End of intership,8/25/2017,1862301,MANUFACTURING ENG,,Male,9/15/1995,Intern/Student Program - Technical
60002111,5/11/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V3 Accepted other employment,3/4/2017,12250,MV Pass/LT F.F.,PR,Female,5/1/1995,Rework/Repair Operator Final Finish MVN-
60002120,5/9/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,6/30/2017,I2 Disciplinary action,6/28/2017,1862177,PRODUCTION ADMIN,,Female,7/18/1991,Assembler
60002123,5/9/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2/16/2017,V0 Resignation unknown/Other,2/15/2017,1862177,PRODUCTION ADMIN,,Female,3/12/1991,Manufacturing Support
60002132,1/3/2017,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,3/31/2017,V3 Accepted other employment,4/7/2017,99624,HQ Concur,,Male,2/5/1994,Accounting Administrator
60002137,5/9/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,6/14/2017,V3 Accepted other employment,6/14/2017,1862177,PRODUCTION ADMIN,,Male,8/13/1965,Material Handler
60002152,5/13/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,4/12/2017,V5 Job abandonment,4/8/2017,214-K066,XL3 Components,,Male,8/22/1983,Production Associate
60002156,5/13/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2/7/2017,V0 Resignation unknown/Other,2/1/2017,214-967,CR5 Mfg. DV,,Male,5/6/1990,Production Associate
60002157,5/13/2016,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,3/10/2017,I2 Disciplinary action,3/2/2017,214-K057,XL3 Injector,,Male,10/6/1977,Cell Operate and Setup
60002161,5/16/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,6/2/2017,V3 Accepted other employment,6/1/2017,70630,Calendering,,Male,9/1/1963,Crew Member SMT-002
60002163,5/16/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,1/25/2017,V3 Accepted other employment,1/20/2017,80670,Curing,,Male,1/19/1992,Crew Member SMT-002
60002179,5/16/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,10/11/2017,V3 Accepted other employment,9/14/2017,80670,Curing,,Male,1/20/1992,Crew Member SMT-002
60002181,5/16/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,9/11/2017,I2 Disciplinary action,9/8/2017,80680,Final Finishing,,Female,8/24/1969,Visual Inspector SMT-003
60002183,5/16/2016,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,5/4/2017,I2 Disciplinary action,4/27/2017,70610,Mixing,,Female,1/11/1989,Chemical Weighing Operator SMT-002
60002198,5/16/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,VE End of assignment,1/1/2017,12610,MV PLT Tire Reliabil,PR,Male,6/21/1994,Quality Technician II
60002220,5/15/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,8/10/2017,T5 End of intership,8/9/2017,12720,MV Plant Engineering,,Male,3/24/1995,Intern/Student Program - Non Technical
60002229,5/16/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,5/7/2017,161159,Fin. Ably MK100 MOD9,OP,unknown,,Temporary / Contingent
60002233,2/3/2017,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,3/20/2017,161159,Fin. Ably MK100 MOD9,,unknown,,Temporary / Contingent
60002234,12/9/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,5/7/2017,161159,Fin. Ably MK100 MOD9,,unknown,,
60002241,5/15/2017,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,9/15/2017,T5 End of intership,8/31/2017,12720,MV Plant Engineering,,Female,2/6/1997,Intern/Student Program - Non Technical
60002264,3/16/2017,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,9/19/2017,V0 Resignation unknown/Other,9/18/2017,54-1202,Prodn Line Cost Coll,,Female,8/7/1962,Manufacturing Associate I
60002266,9/22/2016,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,6/28/2017,V0 Resignation unknown/Other,6/28/2017,54-1202,Prodn Line Cost Coll,,Male,2/5/1997,Manufacturing Associate I
60002267,3/28/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,4/18/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60002268,3/28/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,3/31/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60002270,5/3/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,3/20/2017,54-1202,Prodn Line Cost Coll,PR,unknown,,Temporary / Contingent
60002279,5/18/2016,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,4/30/2017,12250,MV Pass/LT F.F.,PR,Male,2/14/1982,
60002293,6/14/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,9/19/2017,54-0700,Bldg/Facility COMMON,FM,unknown,,Temporary / Contingent
60002296,5/23/2017,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,8/1/2017,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60002297,5/10/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,3/6/2017,54-0700,Bldg/Facility COMMON,PR,unknown,,Temporary / Contingent
60002309,5/10/2016,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,1/1/2017,54-0700,Bldg/Facility COMMON,FM,unknown,,Temporary / Contingent
60002312,5/8/2017,30 Termination,AH-S.PT-Holding,US-MI-AH-South-CAS,8/17/2017,T5 End of intership,8/18/2017,205-J072,P FEM FM QM ABH,,Female,12/12/1996,Intern/Student Program - Technical
60002316,5/18/2016,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,5/21/2017,161152,Prod. Wash MOR,OP,unknown,,Temporary / Contingent
60002321,5/19/2016,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,6/21/2017,T5 End of intership,5/12/2017,1862301,MANUFACTURING ENG,,Male,1/9/1995,Intern/Student Program - Technical
