Personnel No.,Entry,Action type,Personnel Subarea,Personnel Area,Chngd on,Reason for action,Leaving date,Cost Ctr,Cost Center,Functional Area,Gender Key,Birth date,Job
60001353,2016-03-15,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-02-28,54-4362,COM Recv / Frt / Dut,PR,unknown,,Temporary / Contingent
60001371,2016-03-28,30 Termination,"SC, Fort Mill",US-All-Best Drive,2017-07-24,V3 Accepted other employment,2017-07-20,98000,BD HQ,,Female,1979-05-07,Retail Accounting Assocaite
60001373,2016-03-21,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-02-26,1862177,PRODUCTION ADMIN,GA,unknown,,Temporary / Contingent
60001378,2016-08-15,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-10-04,V8 Relocation,2017-09-25,1862177,PRODUCTION ADMIN,,Female,1991-11-30,CNC Set-Up/Operator
60001380,2016-03-23,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-03-28,161159,Fin. Ably MK100 MOD9,OP,unknown,,Temporary / Contingent
60001384,2016-03-28,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-04-07,161351,Quality Morganton,PR,unknown,,Temporary / Contingent
60001393,2016-03-28,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-08-01,T5 End of intership,2017-07-07,1764463,CES Interior,,Male,1995-03-19,Intern/Student Program - Technical
60001396,2016-03-28,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,2017-05-06,12250,MV Pass/LT F.F.,PR,Male,1966-07-18,Rework/Repair Operator Final Finish MVN-
60001421,2016-04-04,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-09-11,I2 Disciplinary action,2017-09-08,80680,Final Finishing,,Female,1978-06-07,Visual Inspector SMT-003
60001429,2017-03-07,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-08-21,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60001443,2017-01-03,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-17,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60001444,2016-04-04,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-04-12,I5 Excessive absenteeism,2017-03-16,70610,Mixing,,Male,1997-03-02,Chemical Weighing Operator SMT-002
60001451,2016-04-04,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,2017-04-25,T5 End of intership,2017-04-21,999HR,HR Dummy-CoCd515 Emp,,Female,1995-07-10,Intern/Student Program - Non Technical
60001454,2016-04-04,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-01-17,V3 Accepted other employment,2017-01-12,80640,Cutting,,Male,1987-11-03,Cutting/Slitting Machine Operator SMT-00
60001455,2016-04-04,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-04-27,V0 Resignation unknown/Other,2017-04-17,80660,Tire Building,,Male,1985-07-06,Tire Builder Operator SMT-004
60001458,2016-03-29,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-01,54-1202,Prodn Line Cost Coll,PR,unknown,,Temporary / Contingent
60001464,2016-09-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-10-11,V0 Resignation unknown/Other,2017-10-02,54-1202,Prodn Line Cost Coll,,Male,1990-06-16,Manufacturing Associate I
60001467,2016-03-29,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-17,54-1202,Prodn Line Cost Coll,EN,unknown,,Temporary / Contingent
60001468,2017-03-28,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-04-02,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60001469,2016-09-29,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-03-09,V0 Resignation unknown/Other,2017-03-07,54-1202,Prodn Line Cost Coll,,Male,1995-04-17,Manufacturing Associate I
60001482,2016-07-26,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-10-06,I2 Disciplinary action,2017-10-06,54-4362,COM Recv / Frt / Dut,,Male,1967-12-08,Material Handler I
60001492,2016-04-04,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-01-17,I5 Excessive absenteeism,2017-01-09,214-K058,GHPP,,Male,1986-04-25,Production Associate
60001499,2016-04-04,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-06-06,V0 Resignation unknown/Other,2017-06-01,80640,Cutting,,Male,1988-10-13,Cutting/Slitting Machine Operator SMT-00
60001502,2017-06-05,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-06-21,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60001508,2016-04-04,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-08-08,V3 Accepted other employment,2017-06-26,80670,Curing,,Male,1995-01-30,Crew Member SMT-002
60001561,2016-03-14,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-04-07,2301202050,Ext Asse. Labor AIS,PR,Male,1980-10-01,Temporary / Contingent
60001565,2016-04-04,30 Termination,Rochester Hills,US-MI-Rochester-CT Parker,2017-05-19,V3 Accepted other employment,2017-05-15,860111472,EDT Eng.,,Male,1984-09-01,Sr Staff Mechanical Engineer
60001571,2016-04-08,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,2017-04-27,12250,MV Pass/LT F.F.,PR,Male,1982-08-12,Rework/Repair Operator Final Finish MVN-
60001578,2016-04-07,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-03-20,161159,Fin. Ably MK100 MOD9,OP,unknown,,Temporary / Contingent
60001588,2016-07-11,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-14,V3 Accepted other employment,2017-02-12,22060,MV CF Tire Assem PLT,,Male,1994-09-19,Truck Operator MVN-002
60001693,2016-04-13,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-04-07,2301202050,Ext Asse. Labor AIS,PR,Male,1980-10-01,Temporary / Contingent
60001696,2016-04-12,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-03-13,2301258210,QC Inspection,PR,Female,1980-10-01,Temporary / Contingent
60001705,2016-04-06,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-02-23,2301203030,BM Machine&Proctect,PR,Male,1980-10-01,Temporary / Contingent
60001708,2016-04-18,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-09-07,V5 Job abandonment,2017-08-21,80680,Final Finishing,,Female,1978-02-22,Visual Inspector SMT-003
60001730,2016-04-11,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-19,V3 Accepted other employment,2017-09-19,12140,MV Pass/LT Bead Assm,,Male,1992-06-06,Winding/Apex Machine Operator MVN-207
60001749,2017-01-29,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-04-16,161158,Fin. Ably MK25E MOD7,OP,unknown,,Temporary / Contingent
60001751,2016-04-14,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-04-15,761175,EAS Production,PR,unknown,,Temporary / Contingent
60001758,2016-04-11,30 Termination,Culpeper,US-VA-Culpeper-CAS Inc.,2017-06-12,V0 Resignation unknown/Other,2017-06-11,163407,WAREHOUSE Ship. CUL,,Male,1996-08-19,Material Handler
60001765,2016-04-04,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-03-31,V3 Accepted other employment,2017-03-31,1862301,MANUFACTURING ENG,,Male,1988-09-26,Manufacturing Engineer
60001773,2011-09-01,30 Termination,Uvalde,US-TX-Uvalde-CTNA Prod,2017-08-02,VE End of assignment,2017-03-31,99502,HQ UVALDE OBJECTIVE,,Male,1984-08-09,Test Engineer
60001780,2016-08-08,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-04-24,V3 Accepted other employment,2017-04-22,12050,MV CVT  Processing,,Male,1984-05-23,Crew Member MVN-206
60001783,2016-04-18,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V3 Accepted other employment,2017-01-22,12570,MV Shipping and Whse,PR,Male,1967-02-04,
60001795,2016-04-18,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,2017-07-17,V3 Accepted other employment,2017-07-14,57-6206,I IC RD SP EE,,Male,1967-02-23,Principal Staff Electrical Engineer
60001796,2016-04-18,30 Termination,Troy CA,US-MI-Troy-CAS Inc.,2017-08-22,V3 Accepted other employment,2017-08-25,205-B994,I BS RD AS FSM,,Male,1955-10-16,Sr Staff Systems Engineer
60001798,2016-04-18,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-06-09,V3 Accepted other employment,2017-06-07,12170,MV Tire Assembly PLT,,Male,1988-05-10,Supervisor Production Lin
60001804,2016-07-13,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-05-12,V3 Accepted other employment,2017-05-05,1862177,PRODUCTION ADMIN,,Male,1969-12-28,Plating Operator
60001805,2016-04-11,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-05-04,1862177,PRODUCTION ADMIN,PR,unknown,,Temporary / Contingent
60001821,2017-02-28,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-03-25,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60001824,2017-03-16,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-04-10,V3 Accepted other employment,2017-04-05,54-1202,Prodn Line Cost Coll,,Male,1995-05-08,Manufacturing Associate I
60001827,2017-03-07,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-05-13,54-4362,COM Recv / Frt / Dut,,unknown,,Temporary / Contingent
60001829,2016-04-12,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-02-22,54-1202,Prodn Line Cost Coll,QM,unknown,,Temporary / Contingent
60001831,2016-04-12,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-04-11,54-1202,Prodn Line Cost Coll,EN,unknown,,Temporary / Contingent
60001833,2017-01-30,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-30,V0 Resignation unknown/Other,2017-05-26,54-1202,Prodn Line Cost Coll,,Female,1988-09-15,Manufacturing Associate I
60001836,2016-08-23,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-04-10,I5 Excessive absenteeism,2017-04-07,54-4362,COM Recv / Frt / Dut,,Male,1981-03-01,Manufacturing Associate I
60001837,2017-06-06,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-06-08,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60001848,2016-12-13,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,2017-01-16,12250,MV Pass/LT F.F.,,Male,1988-01-30,Rework/Repair Operator Final Finish MVN-
60001856,2016-05-03,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-05-07,54-1202,Prodn Line Cost Coll,OP,unknown,,Temporary / Contingent
60001857,2016-04-19,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-01,54-1202,Prodn Line Cost Coll,OP,unknown,,Temporary / Contingent
60001858,2016-12-13,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-17,54-4362,COM Recv / Frt / Dut,,unknown,,Temporary / Contingent
60001861,2016-04-19,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-01,54-1202,Prodn Line Cost Coll,PR,unknown,,Temporary / Contingent
60001871,2016-04-19,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-01-01,54-1202,Prodn Line Cost Coll,EN,unknown,,Temporary / Contingent
60001887,2017-02-27,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,I5 Excessive absenteeism,2017-04-04,12250,MV Pass/LT F.F.,,Male,1980-10-26,
60001892,2016-04-25,30 Termination,Fort Mill-PLT,US-SC-Fort Mill-CTNA Prod,2017-01-12,T5 End of intership,2017-01-01,999HR,HR Dummy-CoCd515 Emp,,Female,1993-01-18,Intern/Student Program - Non Technical
60001921,2016-11-07,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,2017-06-09,V5 Job abandonment,2017-06-06,2301202050,Ext Asse. Labor AIS,,Female,1989-10-12,Assembler SOM-001
60001928,2016-05-02,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-06-05,I5 Excessive absenteeism,2017-06-05,70620,Extrusion,,Male,1994-03-26,Crew Member SMT-002
60001929,2017-01-09,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-08-18,V5 Job abandonment,2017-08-16,1862177,PRODUCTION ADMIN,,Male,1987-07-29,Machine Operator
60001933,2017-01-09,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-04-26,I5 Excessive absenteeism,2017-04-24,1862177,PRODUCTION ADMIN,,Male,1982-10-09,Plating Operator
60001935,2016-08-15,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-07-21,I2 Disciplinary action,2017-07-18,1862177,PRODUCTION ADMIN,,Male,1978-06-17,Plating Operator
60001940,2016-05-02,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-04-14,V5 Job abandonment,2017-02-13,70620,Extrusion,,Male,1995-12-18,Crew Member SMT-002
60001944,2016-05-02,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-04-12,I5 Excessive absenteeism,2017-04-02,80660,Tire Building,,Male,1979-02-06,Material Handler SMT-002
60001947,2016-04-29,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,2017-04-27,12250,MV Pass/LT F.F.,PR,Male,1993-01-21,
60001956,2016-05-02,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-05-26,I5 Excessive absenteeism,2017-05-25,80680,Final Finishing,,Female,1979-04-20,Visual Inspector SMT-003
60001968,2017-05-01,30 Termination,Chatham,CA-ON-Chatham-C Automotive,2016-05-02,T6 End of work contract,2017-09-01,101-2785,P S&A Actuators R&D,,Male,1997-05-30,Intern/Student Program - Technical
60001979,2016-09-12,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-24,I5 Excessive absenteeism,2017-08-23,12240,MV Pass/LT Curing,,Male,1991-11-09,Rework/Repair Operator Final Finish MVN-
60001981,2016-05-02,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,T6 End of work contract,2017-05-02,12250,MV Pass/LT F.F.,PR,Female,1959-01-12,
60001988,2016-05-02,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-07,I5 Excessive absenteeism,2017-08-03,54-1202,Prodn Line Cost Coll,,Male,1994-08-12,Manufacturing Associate I
60001996,2016-05-02,30 Termination,AH-S.PT-Holding,US-MI-AH-South-CAS,2017-08-15,T5 End of intership,2017-08-11,205-P839,FEM Prototype Lab,,Male,1996-05-07,Intern/Student Program - Technical
60002019,2016-09-12,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,2017-09-12,V5 Job abandonment,2017-08-30,2301203040,Weld-Perif/Frimo/KLN,,Male,1982-10-19,Operator SOM-006
60002021,2016-04-26,32 Termination external,Somersworth,US-NH-Somersworth-CT Tpol,,V0 Resignation unknown/Other,2017-04-27,2301202050,Ext Asse. Labor AIS,PR,Male,2016-04-26,Temporary / Contingent
60002031,2016-05-06,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-04-28,I2 Disciplinary action,2017-04-21,214-286,SCM - Warehouse,,Male,1990-02-22,Production Associate
60002043,2016-05-06,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-05-07,161150,Bracketing,OP,unknown,,
60002063,2016-12-18,30 Termination,Somersworth,US-NH-Somersworth-CT Tpol,2017-05-09,V3 Accepted other employment,2017-05-06,2301203030,BM Machine&Proctect,,Male,1982-10-22,Operator SOM-002
60002064,2016-05-16,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,2017-06-20,T5 End of intership,2017-06-16,999HR,HR Dummy-CoCd515 Emp,,Female,1986-02-10,Intern/Student Program - Non Technical
60002075,2016-05-02,32 Termination external,Fletcher,US-NC-Fletcher-CAS Inc.,,V0 Resignation unknown/Other,2017-02-01,1862177,PRODUCTION ADMIN,,unknown,,Temporary / Contingent
60002085,2016-05-09,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-05-05,T5 End of intership,2017-04-27,2264332,ADAS GSF Frontend Co,,Male,1994-10-19,Intern/Student Program - Technical
60002108,2016-05-09,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-08-29,T5 End of intership,2017-08-25,1862301,MANUFACTURING ENG,,Male,1995-09-15,Intern/Student Program - Technical
60002111,2016-05-11,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V3 Accepted other employment,2017-03-04,12250,MV Pass/LT F.F.,PR,Female,1995-05-01,Rework/Repair Operator Final Finish MVN-
60002120,2016-05-09,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-06-30,I2 Disciplinary action,2017-06-28,1862177,PRODUCTION ADMIN,,Female,1991-07-18,Assembler
60002123,2016-05-09,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-02-16,V0 Resignation unknown/Other,2017-02-15,1862177,PRODUCTION ADMIN,,Female,1991-03-12,Manufacturing Support
60002132,2017-01-03,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,2017-03-31,V3 Accepted other employment,2017-04-07,99624,HQ Concur,,Male,1994-02-05,Accounting Administrator
60002137,2016-05-09,30 Termination,Fletcher,US-NC-Fletcher-CAS Inc.,2017-06-14,V3 Accepted other employment,2017-06-14,1862177,PRODUCTION ADMIN,,Male,1965-08-13,Material Handler
60002152,2016-05-13,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-04-12,V5 Job abandonment,2017-04-08,214-K066,XL3 Components,,Male,1983-08-22,Production Associate
60002156,2016-05-13,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-02-07,V0 Resignation unknown/Other,2017-02-01,214-967,CR5 Mfg. DV,,Male,1990-05-06,Production Associate
60002157,2016-05-13,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-03-10,I2 Disciplinary action,2017-03-02,214-K057,XL3 Injector,,Male,1977-10-06,Cell Operate and Setup
60002161,2016-05-16,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-06-02,V3 Accepted other employment,2017-06-01,70630,Calendering,,Male,1963-09-01,Crew Member SMT-002
60002163,2016-05-16,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-01-25,V3 Accepted other employment,2017-01-20,80670,Curing,,Male,1992-01-19,Crew Member SMT-002
60002179,2016-05-16,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-10-11,V3 Accepted other employment,2017-09-14,80670,Curing,,Male,1992-01-20,Crew Member SMT-002
60002181,2016-05-16,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-09-11,I2 Disciplinary action,2017-09-08,80680,Final Finishing,,Female,1969-08-24,Visual Inspector SMT-003
60002183,2016-05-16,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-05-04,I2 Disciplinary action,2017-04-27,70610,Mixing,,Female,1989-01-11,Chemical Weighing Operator SMT-002
60002198,2016-05-16,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,VE End of assignment,2017-01-01,12610,MV PLT Tire Reliabil,PR,Male,1994-06-21,Quality Technician II
60002220,2017-05-15,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-10,T5 End of intership,2017-08-09,12720,MV Plant Engineering,,Male,1995-03-24,Intern/Student Program - Non Technical
60002229,2016-05-16,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-05-07,161159,Fin. Ably MK100 MOD9,OP,unknown,,Temporary / Contingent
60002233,2017-02-03,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-03-20,161159,Fin. Ably MK100 MOD9,,unknown,,Temporary / Contingent
60002234,2016-12-09,32 Termination external,Morganton,US-NC-Morganton-CAS Inc.,,V0 Resignation unknown/Other,2017-05-07,161159,Fin. Ably MK100 MOD9,,unknown,,
60002241,2017-05-15,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-15,T5 End of intership,2017-08-31,12720,MV Plant Engineering,,Female,1997-02-06,Intern/Student Program - Non Technical
60002264,2017-03-16,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-09-19,V0 Resignation unknown/Other,2017-09-18,54-1202,Prodn Line Cost Coll,,Female,1962-08-07,Manufacturing Associate I
60002266,2016-09-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-06-28,V0 Resignation unknown/Other,2017-06-28,54-1202,Prodn Line Cost Coll,,Male,1997-02-05,Manufacturing Associate I
60002267,2017-03-28,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-04-18,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60002268,2017-03-28,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-03-31,54-1202,Prodn Line Cost Coll,,unknown,,Temporary / Contingent
60002270,2016-05-03,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-03-20,54-1202,Prodn Line Cost Coll,PR,unknown,,Temporary / Contingent
60002279,2016-05-18,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,,V5 Job abandonment,2017-04-30,12250,MV Pass/LT F.F.,PR,Male,1982-02-14,
60002293,2016-06-14,32 Termination external,Seguin CAS,US-TX-Seguin-CAS Inc.,,V0 Resignation unknown/Other,2017-09-19,54-0700,Bldg/Facility COMMON,FM,unknown,,Temporary / Contingent
