Auto req ID,Country,Continental Location,Division,Cost Center,Job Title,Business Unit,Internal Position Title,Salary Classification,Salary Type,Current Req Status,Recruiter GID,ePR Approved,Date Open,Written Offer Accepted,Days On Hold,Days Open,Date Closed,Date Canceled,Started/Hired,No. of Positions,Positions Remaining,Original,Job Type,Date on Hold,Date Req Posted,Salary classification for internal posting
38852BR,US,Sumter,Tires,70600,Plant Superintendent Leader,PLT Repl. The Americas,Plant Superintendent Leader 484,SG 11­12,Fix,Closed,-90195018,2016-04-19,2016-04-19,2017-02-16,216.0,87,2017-02-16,,2017-02-16,1,0,Manual,Position with experience,2016-05-31,2016-04-20 00:00:00,SG11-12
38876BR,US,Charlotte/Fort Mill,Tires,99157,CVT Field Sales Representative,Sales,CVT Field Sales Representative,9,Fix,Closed,-90209353,2016-04-20,2016-04-22,2016-09-12,107.0,298,2017-06-01,,,4,1,External,Position without experience,2017-02-02,2016-07-05 00:00:00,9
38876BR,US,Charlotte/Fort Mill,Tires,99157,CVT Field Sales Representative,Sales,CVT Field Sales Representative,9,Fix,Closed,-90209353,2016-04-20,2016-04-22,2016-07-05,107.0,298,2017-06-01,,2016-08-01,4,1,External,Position without experience,2017-02-02,2016-07-05 00:00:00,9
38876BR,US,Charlotte/Fort Mill,Tires,99157,CVT Field Sales Representative,Sales,CVT Field Sales Representative,9,Fix,Closed,-90209353,2016-04-20,2016-04-22,2016-09-02,107.0,298,2017-06-01,,2017-01-02,4,1,External,Position without experience,2017-02-02,2016-07-05 00:00:00,9
38993BR,US,Auburn Hills North,Chassis & Safety,164455,Vehicle Test Supervisor for Application Projects,Vehicle Dynamics (VED),Supervisor Vehicle Test ­ Application projects,11,Fix,Closed,-90008357,2016-04-21,2016-05-06,2016-08-16,145.0,152,2017-02-27,,2017-02-27,1,0,Internal,Position with experience,2016-10-05,2016-05-06 00:00:00,11
39120BR,US,Somersworth,ContiTech,2301259140,Supplier Quality Engineer (SQA/SQE),Mobile Fluid Systems,Supplier Quality Engineer (SQA/SQE),Grade 11,Fix,Closed,-90161893,2016-04-24,2016-04-27,2016-09-28,313.0,161,2017-08-14,,2017-08-01,1,0,Manual,Position with experience,2016-10-05,2016-09-01 00:00:00,SG 11
39439BR,US,Auburn Hills North,Chassis & Safety,2264331,Software Engineer,Advanced Driver Assistance Systems (ADAS),Software Engineer,2017-10-11 00:00:00,Fix,Closed,-90082652,2016-04-22,2016-04-28,2016-06-03,104.0,194,2017-02-20,,2017-02-20,1,0,Internal,Position with experience,2016-11-08,2016-04-28 00:00:00,'10/11
39680BR,US,Auburn Hills South,Automotive Divisions Central Functions,205­A113,Senior Facilities Maintenance Technician,Automotive Divisions Central Functions,Facilities Technician ­ Senior ABHS,2017-09-10 00:00:00,Fix,Closed,-90352286,2016-05-02,2016-05-02,2016-12-20,,247,2017-01-04,,2017-01-04,1,0,External,Position with experience,,2016-12-07 00:00:00,7/8/9/10
39868BR,US,Auburn Hills North,Chassis & Safety,764200,Mechanical Design Technician,Vehicle Dynamics (VED),HC Package 2016_ASU_Auburn Hills_764200_Technical Project Leader ASD­A,'8/9NT,Fix,Closed,-90279580,2016-05-03,2016-05-25,2017-03-09,20.0,307,2017-04-17,,2017-04-17,1,0,External,Position with experience,2017-03-28,2016-05-30 00:00:00,'8/9NT
39909BR,US,Santa Barbara,Chassis & Safety,2264324,Software Engineer for Advanced Drivers Assistance Systems,Advanced Driver Assistance Systems (ADAS),Software Engineer for Advanced Drivers Assistance Systems,2017-09-10 00:00:00,Fix,Closed,-90370132,2016-05-04,2016-05-04,2017-06-28,41.0,379,2017-06-28,,2017-06-28,1,0,External,Position with experience,2017-05-30,2017-06-28 00:00:00,2017-09-10 00:00:00
40034BR,US,Valdosta,Tires,98053,BestDrive Commercial Salesperson,CVT,BestDrive / Hill Tire Commercial Salesperson,9,Fix,Closed,-90291252,2016-05-06,2016-05-06,2016-05-11,,286,2017-02-16,,2016-05-19,1,0,External,Position with experience,,2016-12-01 00:00:00,9
40127BR,US,Charlotte/Fort Mill,Tires,99463,Customer Service Field Engineer,CVT,Customer Service Field Engineer,11,Fix,Closed,-90209353,2016-05-09,2016-06-07,2016-12-11,,210,2017-01-03,,2017-01-03,1,0,Internal,Position with experience,,2016-06-07 00:00:00,11
40354BR,US,Mt. Vernon,Tires,12730,Hourly Maintenance Apprentice - 302,Plant,Maintenance Apprentice,Apprentices,Variable,Closed,-90011334,2016-05-11,2016-05-19,2016-12-21,,386,2017-06-09,,,5,0,External,Position with experience,,2016-05-19 00:00:00,Hourly
40354BR,US,Mt. Vernon,Tires,12730,Hourly Maintenance Apprentice - 302,Plant,Maintenance Apprentice,Apprentices,Variable,Closed,-90011334,2016-05-11,2016-05-19,2016-12-18,,386,2017-06-09,,,5,0,External,Position with experience,,2016-05-19 00:00:00,Hourly
40354BR,US,Mt. Vernon,Tires,12730,Hourly Maintenance Apprentice - 302,Plant,Maintenance Apprentice,Apprentices,Variable,Closed,-90011334,2016-05-11,2016-05-19,2017-06-09,,386,2017-06-09,,2017-06-09,5,0,External,Position with experience,,2016-05-19 00:00:00,Hourly
40354BR,US,Mt. Vernon,Tires,12730,Hourly Maintenance Apprentice - 302,Plant,Maintenance Apprentice,Apprentices,Variable,Closed,-90011334,2016-05-11,2016-05-19,2016-12-21,,386,2017-06-09,,2017-06-09,5,0,External,Position with experience,,2016-05-19 00:00:00,Hourly
40445BR,US,Newport News,Powertrain,214­957,Manufacturing Engineer,Engine Systems,Manufacturing Engineer,2017-09-10 00:00:00,Fix,Closed,-90161893,2016-05-12,2016-05-12,2017-05-11,0.0,372,2017-05-19,,2017-05-19,1,0,External,Position with experience,2016-12-05,2016-12-05 00:00:00,10
40505BR,US,Auburn Hills South,Powertrain,205­P790,Customer Project Management Head ­ Gasoline Programs,Engine Systems,Customer PM Head Gasoline Programs,SG13,Fix,Closed,-90006455,2016-05-12,2016-05-16,2017-03-13,167.0,138,2017-03-17,,2017-03-13,1,0,Internal,Position with experience,2016-09-27,2016-05-16 00:00:00,13
40721BR,US,Auburn Hills North,Automotive Divisions Central Functions,564448,Talent Development Specialist,Automotive Divisions Central Functions,Talent Development Specialist,2017-10-11 00:00:00,Fix,Closed,-90008302,2016-05-17,2016-05-20,2016-08-10,113.0,116,2017-01-04,,2017-01-04,1,0,Internal,Position with experience,2016-09-13,2016-05-20 00:00:00,10 or 11
40748BR,US,Auburn Hills- Harmon Rd,ContiTech,99937,Prototype Coordinator,Others,Prototype Coordinator,10,Fix,Closed,-90279580,2016-05-17,2016-05-20,2016-06-28,160.0,71,2017-01-06,,2017-01-06,1,0,Internal,Position with experience,2016-07-13,2016-05-20 00:00:00,10
40816BR,US,Sumter,Tires,71120,Control and Drives Engineer,PLT Repl. The Americas,C&D  Engineer (R) 2016.67,SG10/11,Fix,Closed,-90161893,2016-05-17,2016-11-09,2017-07-07,143.0,250,2017-07-17,,2017-07-17,1,0,External,Position with experience,2016-06-19,2017-01-10 00:00:00,SG 10-11
40881BR,US,Auburn Hills North,Chassis & Safety,2264101,Department Assistant,Advanced Driver Assistance Systems (ADAS),Department Assistant,"SG 7,8,9",Fix,Closed,-90082652,2016-05-18,2016-05-23,2016-09-21,77.0,196,2017-02-20,,2017-02-20,1,0,External,Position with experience,2016-12-05,2016-06-02 00:00:00,"SG 7,8,9 NT"
41035BR,US,Auburn Hills North,Chassis & Safety,164410,Systems / Mechatronics Software Integration Engineer,Vehicle Dynamics (VED),HC Package 2016_Systems_Auburn Hills_0164410_System Integration / Test,'10/11,Fix,Closed,-90008357,2016-05-20,2016-05-23,2016-09-13,71.0,164,2017-01-13,,2017-01-03,1,0,External,Position with experience,2016-10-05,2016-05-23 00:00:00,'10/11
41038BR,US,Auburn Hills North,Chassis & Safety,764200,Vehicle Test Engineer Electronic Air Suspension Systems,Vehicle Dynamics (VED),"HC Package 2016_ASU_Auburn Hills_764200_ Vehicle Test Engineer ESS
(",'9/10,Fix,Closed,-90008357,2016-05-20,2016-05-28,2016-09-19,78.0,180,2017-02-10,,,1,0,Referral,Position with experience,2016-12-05,2016-11-21 00:00:00,'9/10
41038BR,US,Auburn Hills North,Chassis & Safety,764200,Vehicle Test Engineer Electronic Air Suspension Systems,Vehicle Dynamics (VED),"HC Package 2016_ASU_Auburn Hills_764200_ Vehicle Test Engineer ESS
(",'9/10,Fix,Closed,-90008357,2016-05-20,2016-05-28,2016-11-21,78.0,180,2017-02-10,,2017-02-10,1,0,External,Position with experience,2016-12-05,2016-11-21 00:00:00,'9/10
41047BR,US,Auburn Hills North,Chassis & Safety,164410,System Safety Engineer,Vehicle Dynamics (VED),HC Package 2016_Systems_Auburn Hills_0164410_System Safety Analyst for,'9/10/11,Fix,Closed,-90008357,2016-05-20,2016-07-11,2017-01-13,39.0,174,2017-02-09,,2017-01-03,1,0,External,Position with experience,2016-12-05,2016-07-11 00:00:00,'9/10/11
41188BR,US,Auburn Hills South,Interior,205­I813,Software Quality Engineer,Instrumentation and Driver HMI (ID),Software Quality Engineer,Fixed,Fix,Closed,-90305685,2016-05-23,2016-05-24,2016-12-28,119.0,185,2017-03-24,,2017-03-24,1,0,Referral,Position with experience,2017-02-28,2016-12-05 00:00:00,2017-10-11 00:00:00
41196BR,US,Mt. Vernon,Tires,Multiple Cost Centers,Hourly Production- 701,PLT Repl. The Americas,,,Variable,Closed,-90141983,,2016-05-23,2016-06-20,,406,2017-07-03,,,1,1,Internal,Manufacturing,,2016-05-24 00:00:00,Hourly
41196BR,US,Mt. Vernon,Tires,Multiple Cost Centers,Hourly Production- 701,PLT Repl. The Americas,,,Variable,Closed,-90141983,,2016-05-23,2016-06-17,,406,2017-07-03,,,1,1,Internal,Manufacturing,,2016-05-24 00:00:00,Hourly
41196BR,US,Mt. Vernon,Tires,Multiple Cost Centers,Hourly Production- 701,PLT Repl. The Americas,,,Variable,Closed,-90141983,,2016-05-23,2016-06-20,,406,2017-07-03,,,1,1,External,Manufacturing,,2016-05-24 00:00:00,Hourly
41196BR,US,Mt. Vernon,Tires,Multiple Cost Centers,Hourly Production- 701,PLT Repl. The Americas,,,Variable,Closed,-90141983,,2016-05-23,2016-06-15,,406,2017-07-03,,,1,1,External,Manufacturing,,2016-05-24 00:00:00,Hourly
41196BR,US,Mt. Vernon,Tires,Multiple Cost Centers,Hourly Production- 701,PLT Repl. The Americas,,,Variable,Closed,-90141983,,2016-05-23,2016-06-17,,406,2017-07-03,,,1,1,External,Manufacturing,,2016-05-24 00:00:00,Hourly
41196BR,US,Mt. Vernon,Tires,Multiple Cost Centers,Hourly Production- 701,PLT Repl. The Americas,,,Variable,Closed,-90141983,,2016-05-23,2016-07-21,,406,2017-07-03,,,1,1,External,Manufacturing,,2016-05-24 00:00:00,Hourly
41196BR,US,Mt. Vernon,Tires,Multiple Cost Centers,Hourly Production- 701,PLT Repl. The Americas,,,Variable,Closed,-90141983,,2016-05-23,2016-06-27,,406,2017-07-03,,,1,1,Internal,Manufacturing,,2016-05-24 00:00:00,Hourly
41196BR,US,Mt. Vernon,Tires,Multiple Cost Centers,Hourly Production- 701,PLT Repl. The Americas,,,Variable,Closed,-90141983,,2016-05-23,2016-06-28,,406,2017-07-03,,,1,1,External,Manufacturing,,2016-05-24 00:00:00,Hourly
41355BR,US,Auburn Hills South,Powertrain,205­J134,Customer Quality Specialist,Sensors & Actuators,Copy of Quality Specialist,10,Fix,Closed,-90199971,2016-05-25,2016-06-06,2016-12-21,163.0,57,2017-01-12,,2017-01-12,1,0,External,Position with experience,2016-07-11,2016-06-06 00:00:00,SG 10
41420BR,US,Deer Park,Interior,57­6212,Software Technical Project Leader,Infotainment & Connectivity (IC),Software Project Lead,SG11,Fix,Closed,-90305685,2016-05-26,2016-06-20,2016-12-03,8.0,198,2017-01-12,,2017-01-12,1,0,External,Position with experience,2016-09-12,2016-06-20 00:00:00,SG11
41422BR,US,Deer Park,Interior,57­6418,Principle Staff Mechanical Engineer (Leader),Infotainment & Connectivity (IC),Mechanical Engineer Program Lead,SG 11/12,Fix,Closed,-90305685,2016-05-26,2016-06-10,2016-10-12,97.0,119,2017-01-12,,2017-01-12,1,0,External,Position with experience,2016-10-12,2016-06-10 00:00:00,11 or 12
41428BR,US,Deer Park,Interior,57­6212,Technical Project Manager,Infotainment & Connectivity (IC),Technical Project Leader,SG12,Fix,Closed,-90305685,2016-05-26,2016-06-20,2016-10-31,110.0,96,2017-01-12,,2017-01-12,1,0,External,Position with experience,2016-10-31,2016-09-13 00:00:00,12
41675BR,US,Auburn Hills South,Powertrain,205­J086,Technical Project Lead - Manufacturing - Sensors & Actuators,Sensors & Actuators,Program Manager,11,Fix,Closed,-90199971,2016-05-31,2016-06-23,2017-02-21,156.0,100,2017-03-06,,2017-03-06,1,0,External,Position with experience,2017-02-21,2016-06-23 00:00:00,11
41704BR,US,Auburn Hills North,Chassis & Safety,764200,Technical Project Leader (ASU),Vehicle Dynamics (VED),HC Package 2016_ASU_Auburn Hills_764200_Technical Project Leader ASU,'10/11,Fix,Closed,-90008357,2016-05-31,2016-08-05,2016-12-19,14.0,174,2017-02-09,,2017-02-06,1,0,External,Position with experience,2016-12-05,2016-08-10 00:00:00,'10/11
41826BR,US,Auburn Hills South,Automotive Divisions Central Functions,205­A160,Graphical User Interface Designer (UI/UX Designer)- DRIVE program 2017,Automotive Divisions Central Functions,DRIVE Graduate Program­2016,9,Fix,Closed,-90008302,2016-06-01,2016-06-02,2017-01-04,98.0,258,2017-05-24,,2017-05-24,1,0,External,Trainee Programme,2017-02-15,2016-12-21 00:00:00,9
41956BR,US,Auburn Hills North,Chassis & Safety,2264331,Software Test Engineer,Advanced Driver Assistance Systems (ADAS),Software Test Engineer,2011-09-10 00:00:00,Fix,Closed,-90082652,2016-06-03,2016-06-30,2016-10-05,126.0,132,2017-02-21,,2017-02-21,1,0,External,Position with experience,2016-11-08,2016-09-19 00:00:00,'9/10/11
41984BR,US,Charlotte/Fort Mill,Headquarters,99613,Internal Auditor Associate,Finance Controlling & Law (FCL),Internal Auditor,2017-10-11 00:00:00,Fix,Closed,-90352286,2016-06-04,2016-06-06,2016-12-15,13.0,232,2017-02-06,,2017-01-03,1,0,Internal,Position with experience,2016-08-11,2016-06-06 00:00:00,2017-10-11 00:00:00
42047BR,US,Auburn Hills South,Automotive Divisions Central Functions,205­A104,Senior Human Relations Manager and Powertrain Coordination,Automotive Divisions Central Functions,Senior Human Relations Manager and Powertrain Coordination,13,Fix,Closed,-90137107,2016-06-06,2016-06-06,2017-01-18,147.0,79,2017-01-18,,2017-01-18,1,0,Internal,Position with experience,2016-08-24,2016-06-06 00:00:00,13
42080BR,US,Fletcher,Chassis & Safety,3162177,Tool and Die Maintenance Tech,Hydraulic Brake Systems (HBS),Tool and Die Maintenance Technician,2008-06-07 00:00:00,Fix,Closed,-90285119,2016-06-06,2016-06-07,2017-02-03,,251,2017-02-13,,2017-02-13,1,0,External,Position with experience,,2016-06-07 00:00:00,2008-06-07 00:00:00
42191BR,US,Auburn Hills North,Chassis & Safety,1364475,Techincal Project Leader,Passive Safety & Sensorics (PSS),Techinical Project Leader,11,Fix,Closed,-90147720,2016-06-08,2016-06-09,2017-01-10,,216,2017-01-11,,2017-01-10,1,0,Internal,Position with experience,,2016-06-09 00:00:00,11
42296BR,US,Culpeper,Chassis & Safety,163177,Manufacturing Engineer,Vehicle Dynamics (VED),Manufacturing Engineer,Exempt Fixed,Fix,Closed,-90005563,2016-06-09,2016-06-21,2017-01-01,,194,2017-01-01,,2017-01-01,1,0,External,Position with experience,,2016-06-21 00:00:00,Salary Exempt
42546BR,US,Auburn Hills North,Chassis & Safety,164472,Resident Engineer,Vehicle Dynamics (VED),Resident Engineer,'10/11,Fix,Closed,-90008357,2016-06-14,2016-06-28,2016-11-21,28.0,209,2017-02-20,,2017-02-20,1,0,External,Position with experience,2016-10-24,2016-06-28 00:00:00,'10/11
42567BR,US,Mt. Vernon,Tires,12730,Electrical Technician (ELC),Plant,Electrical Technician,Hourly,Variable,Closed,-90159239,2016-06-14,2016-12-11,2017-05-31,,176,2017-06-05,,2017-05-31,10,0,External,Manufacturing,,2016-12-11 00:00:00,Hourly
42567BR,US,Mt. Vernon,Tires,12730,Electrical Technician (ELC),Plant,Electrical Technician,Hourly,Variable,Closed,-90159239,2016-06-14,2016-12-11,2017-06-05,,176,2017-06-05,,2017-06-05,10,0,External,Manufacturing,,2016-12-11 00:00:00,Hourly
42567BR,US,Mt. Vernon,Tires,12730,Electrical Technician (ELC),Plant,Electrical Technician,Hourly,Variable,Closed,-90159239,2016-06-14,2016-12-11,2016-12-20,,176,2017-06-05,,2016-12-20,10,0,External,Manufacturing,,2016-12-11 00:00:00,Hourly
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-10-06,,215,2017-01-16,,,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-09-09,,215,2017-01-16,,2016-09-22,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-08-11,,215,2017-01-16,,2016-08-25,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-09-12,,215,2017-01-16,,2016-09-26,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-09-13,,215,2017-01-16,,2016-09-29,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-07-15,,215,2017-01-16,,2016-07-28,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-08-11,,215,2017-01-16,,,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-07-12,,215,2017-01-16,,2016-07-11,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-09-12,,215,2017-01-16,,2016-09-22,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-08-12,,215,2017-01-16,,2016-08-25,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-07-14,,215,2017-01-16,,,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-07-14,,215,2017-01-16,,2016-07-28,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-09-15,,215,2017-01-16,,,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-08-16,,215,2017-01-16,,2016-09-07,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
42640BR,US,Seguin,Powertrain,541202,Manufacturing Associate I - Job Group 55,Central Functions,Manufacturing Associate I - Job Group 55,H01,Variable,Closed,-90008203,,2016-06-15,2016-08-17,,215,2017-01-16,,2016-09-07,100,62,External,Manufacturing,,2016-06-15 00:00:00,H01
